Generation,Individual,Genome,Score
0,0,"[2.5 0.9 2.8 2.5 1.2 1.2 2.9 2.7 2.1 1.9 0.8 0.  1.8 0.5 1.7 2.3 0.7 0.6
 0.7 2. ]",0.020857296884059906
0,1,"[2.7 1.  1.3 0.7 1.9 0.7 1.8 2.5 1.9 0.8 1.6 0.3 0.6 2.6 1.4 1.7 0.  1.9
 2.4 2. ]",0.03162039443850517
0,2,"[0.3 1.3 0.9 2.  2.1 2.8 1.2 2.7 1.5 1.4 0.7 0.9 0.3 0.9 0.2 2.9 0.4 1.6
 1.8 2.5]",0.10291507095098495
0,3,"[2.  0.5 1.3 0.2 2.6 0.4 0.3 0.8 1.1 0.  1.1 0.2 2.1 2.1 2.4 2.7 1.  0.1
 0.9 1.6]",0.13096779584884644
0,4,"[0.7 2.9 2.2 2.7 1.4 1.8 0.9 0.7 2.4 1.7 0.4 0.4 2.9 2.3 0.9 1.4 2.1 1.4
 2.4 1.3]",0.18138818442821503
0,5,"[0.3 1.5 1.2 0.4 0.  1.9 2.4 2.  2.9 2.  2.2 0.8 0.5 0.3 0.5 0.4 2.  2.3
 0.2 1. ]",0.18329891562461853
0,6,"[2.9 1.2 1.7 2.5 0.4 0.9 2.4 2.3 0.2 1.2 0.  0.4 1.1 1.9 1.5 0.9 2.  2.4
 2.9 1.7]",0.22446651756763458
0,7,"[1.8 2.2 2.9 0.5 0.3 0.4 0.8 0.3 0.  0.3 1.3 2.1 0.  2.1 2.7 1.  0.7 1.
 1.6 2.8]",0.23337754607200623
0,8,"[2.  1.1 0.7 2.7 0.1 0.9 1.5 2.6 0.2 0.8 1.6 0.2 0.1 0.8 0.2 1.9 0.  2.2
 0.6 0.1]",0.2340371310710907
0,9,"[0.2 0.4 1.4 2.9 2.  0.7 2.1 0.3 0.  0.7 1.6 1.9 0.1 0.  2.1 2.5 1.5 0.7
 1.8 1.8]",0.2467881739139557
0,10,"[1.5 2.8 1.7 0.8 0.3 2.1 1.1 1.  2.9 0.  1.3 1.7 0.1 0.7 1.4 1.7 1.8 1.7
 1.3 0.7]",0.27977484464645386
0,11,"[0.1 1.2 0.5 1.2 2.5 1.5 0.9 1.9 1.  1.4 0.2 0.1 0.3 0.  0.1 2.5 0.1 1.9
 1.9 0.5]",0.29160410165786743
0,12,"[1.3 2.5 2.7 1.2 1.5 0.7 0.1 1.4 1.5 0.2 0.5 1.  0.6 2.  0.6 1.4 0.5 2.3
 0.4 1.3]",0.31784605979919434
0,13,"[2.  0.8 2.5 1.6 1.  0.9 2.2 1.9 2.  1.3 1.  0.7 1.  1.3 1.2 2.7 0.3 2.2
 0.  1.2]",0.3293581008911133
0,14,"[0.6 1.7 1.5 0.5 1.5 1.9 0.3 0.3 1.3 0.4 1.4 0.6 2.9 2.3 2.1 2.1 2.3 2.1
 2.2 1.3]",0.33673781156539917
0,15,"[2.  2.8 0.7 1.3 0.2 1.4 1.9 1.2 2.5 0.1 0.9 2.9 0.  1.4 0.3 1.1 2.5 1.4
 1.3 1.6]",0.3426476716995239
0,16,"[1.5 2.8 2.  1.3 0.1 2.2 1.4 2.6 1.7 0.7 2.8 1.8 0.4 0.8 0.1 2.6 1.8 1.4
 2.1 2.8]",0.3536730110645294
0,17,"[1.  0.1 0.8 1.2 0.1 2.3 0.4 2.7 1.3 0.1 1.  2.3 0.  1.  0.  0.8 0.9 2.5
 1.7 1.9]",0.3560202121734619
0,18,"[0.1 1.8 2.9 1.3 0.6 2.4 2.3 2.2 1.  0.2 2.1 1.  1.5 1.4 1.8 0.  1.8 1.4
 2.2 0.5]",0.35835984349250793
0,19,"[1.7 0.7 1.1 0.1 2.8 1.2 1.  2.5 0.6 0.4 2.4 0.4 0.3 1.5 2.3 1.4 0.4 1.9
 1.1 1.8]",0.38833704590797424
0,20,"[1.8 2.3 2.1 0.  0.4 1.1 0.2 2.6 1.3 1.8 0.1 1.1 2.7 2.7 1.7 2.5 1.4 1.
 2.9 0.2]",0.3936736285686493
0,21,"[0.2 2.6 0.2 1.5 2.9 2.8 0.7 0.  1.2 0.8 2.1 0.1 0.8 1.2 1.9 2.1 2.4 0.5
 1.1 0.1]",0.4082867503166199
0,22,"[2.2 0.9 1.  0.7 1.7 0.8 1.  0.3 1.8 0.3 2.3 1.3 2.6 1.1 1.6 1.6 1.7 2.1
 1.3 1.6]",0.43293827772140503
0,23,"[0.8 0.9 2.5 2.1 0.7 0.5 2.9 0.9 1.3 0.8 0.4 1.1 0.3 1.6 2.6 0.9 2.2 1.4
 0.8 2.3]",0.4331938624382019
0,24,"[1.5 2.6 0.9 0.7 1.7 1.3 1.6 2.5 0.7 0.5 2.4 2.8 2.3 1.1 2.4 2.3 2.8 0.4
 0.6 1.2]",0.43480777740478516
0,25,"[2.  1.7 0.6 0.6 1.1 1.4 2.9 2.7 0.5 0.  2.1 1.2 2.9 2.3 0.2 1.8 1.6 0.7
 1.8 0.1]",0.4584729075431824
0,26,"[0.8 1.2 0.9 1.8 0.4 2.6 0.6 2.1 1.2 0.  0.8 2.9 0.5 1.1 1.8 1.4 0.4 0.4
 0.2 0.1]",0.4593479037284851
0,27,"[2.8 0.2 1.3 1.5 1.2 0.2 1.5 2.7 0.2 1.7 2.6 0.  0.1 1.2 1.6 2.  1.  2.4
 0.1 2.1]",0.4618348181247711
0,28,"[1.4 1.1 2.1 2.  2.6 2.2 1.  0.  0.6 1.  0.6 1.5 1.8 0.6 2.2 1.3 0.3 2.
 0.5 2.6]",0.4627772867679596
0,29,"[2.6 2.1 0.5 0.8 1.2 1.6 0.  2.3 1.6 1.7 0.3 2.1 0.1 0.4 0.  2.2 2.4 1.8
 0.7 1.2]",0.47382229566574097
0,30,"[1.9 1.2 2.  1.6 1.2 1.9 2.1 1.4 2.  2.  1.5 0.2 1.9 0.2 0.5 1.5 1.6 2.5
 1.4 2.4]",0.47810298204421997
0,31,"[1.3 1.6 2.9 2.  1.7 0.  1.5 1.8 0.5 1.7 0.4 1.8 0.7 0.4 2.  2.8 2.2 1.6
 2.8 1.6]",0.5276998281478882
0,32,"[1.8 2.2 0.3 2.3 0.4 0.6 0.5 2.6 0.6 1.  2.8 0.4 0.7 1.3 2.6 0.9 1.4 0.1
 2.9 1.6]",0.5326199531555176
